2020-04-05T21:25:02;324685456443;5234
2020-04-05T21:25:03;325643567864;1244
2020-04-05T21:25:03;385467534543;2131
2020-04-05T21:25:04;324685456443;2131
2020-04-05T21:25:04;385467534543;3243
2020-04-05T21:25:05;325643567864;3243
2020-04-05T21:25:06;375689657564;3243
2020-04-05T21:25:06;325643567864;1244
2020-04-05T21:25:06;375689657564;2131
2020-04-05T21:25:07;325643567864;3243
2020-04-15T23:55:08;325643567864;T0
2020-04-15T23:55:10;324685456443;T0
2020-04-15T23:55:10;324685456443;T0
2020-04-15T23:55:10;385467534543;T0
2020-04-15T23:55:10;375689657564;T0
2020-04-15T23:55:11;325643567864;T0
2020-04-15T23:55:11;345678754653;T0
2020-04-16T01:59:45;386835952354;T0
2020-04-16T01:59:49;362061231404;T0
2020-04-16T01:59:49;379649568493;T0
2020-04-16T01:59:50;304116583605;T0
2020-04-16T01:59:51;375689657564;T0
2020-04-16T01:59:51;375689657564;T0
2020-04-16T01:59:53;345678754653;T0
2020-04-16T01:59:53;324685456443;T0
2020-04-16T01:59:54;325643567864;T0
2020-04-18T00:43:54;318157495889;T0
2020-04-18T00:43:57;345678754653;T0
2020-04-18T00:43:58;324685456443;T0
2020-04-18T00:43:58;325643567864;T0
2020-04-18T00:44:36;345678754653;T0
2020-04-18T00:44:37;345678754653;T0
2020-04-18T00:44:38;345678754653;T0
2020-04-18T00:44:39;345678754653;T0
2020-04-18T00:44:39;345678754653;T0
2020-04-18T00:44:39;345678754653;T0
2020-04-18T00:52:22;398474659381;T0
2020-04-18T00:52:23;320052408103;T0
2020-04-18T00:52:25;375689657564;T0
2020-04-18T00:56:26;344410825887;T0
2020-04-18T00:59:50;319479037011;T0
2020-04-18T01:08:36;314820001334;T0
2020-04-18T01:08:37;379919378060;T0
2020-04-18T01:12:26;328613413997;T0
2020-04-18T01:22:23;325643567864;T0
2020-04-18T01:22:24;324685456443;T0
2020-04-18T01:22:24;345678754653;T0
2020-04-18T01:22:25;375689657564;T0
2020-04-18T01:22:26;357421405934;T0
2020-05-13T01:07:18;Client po³¹czy³ siê;T0
2020-05-13T01:08:13;Client zakoñczy³ po³¹czenie;T0
2020-05-13T01:19:57;Client po³¹czy³ siê;T0
2020-05-13T01:19:59;Client zakoñczy³ po³¹czenie;T0
2020-05-13T01:41:19;Client po³¹czy³ siê;T0
2020-05-13T01:41:20;345678754653;T0
2020-05-21T14:44:02;Client po³¹czy³ siê;T0
2020-05-21T14:44:13;345678754653;T0
2020-05-21T22:24:25;Client po³¹czy³ siê;T0
2020-05-21T22:24:28;375689657564;T0
2020-05-21T22:25:10;Client po³¹czy³ siê;T1
2020-05-21T22:25:11;375689657564;T1
2020-05-21T22:25:15;375689657564;T1
2020-05-21T23:31:18;345678754653;T0
2020-05-24T22:34:42;Client po³¹czy³ siê;T0
2020-05-24T22:34:46;345678754653;T0
